accession	cohort	v5_completeness	v5_contamination	v5_mimag	checkm2_completeness	checkm2_contamination	checkm2_mimag	total_bp	log10_total_bp	n_contigs	n50	longest_contig	mean_contig_bp	gc_pct	has_kraken2_output
GCA_977953685.1	neither_hq	81.17079	0.14642775	MQ	80.1	1.79	MQ	2720613	6.4347	90	56630	164468	30229.0	46.783	False
GCA_977958475.1	neither_hq	54.33007	0.1670003	MQ	69.84	0.12	MQ	842165	5.9254	12	121242	238070	70180.4	26.764	False
GCA_977962075.1	neither_hq	72.33381	0.037285686	MQ	75.2	0.48	MQ	1300446	6.1141	351	4040	29876	3705.0	33.43	False
GCA_977974145.1	agree_clean	96.89125	0.039073825	HQ	99.9	0.24	HQ	2833643	6.4523	57	103421	296402	49713.0	32.17	False
GCA_977983515.1	neither_hq	57.718643	0.07509291	MQ	56.04	0.09	MQ	1489551	6.1731	510	3047	12658	2920.7	64.572	False
GCA_977999435.1	neither_hq	53.425953	0.01783073	MQ	49.37	0.53	LQ	1419232	6.1521	480	3144	11354	2956.7	59.58	False
GCA_978002525.1	neither_hq	82.429596	0.18535256	MQ	78.47	1.91	MQ	2204656	6.3433	582	4278	16031	3788.1	61.992	False
GCA_978011755.1	neither_hq	78.109	0.013706088	MQ	82.12	1.67	MQ	2014844	6.3042	445	5541	28202	4527.7	65.012	False
GCA_978112055.1	neither_hq	54.446903	0.7705033	MQ	59.14	4.33	MQ	1152252	6.0615	432	2731	8295	2667.2	64.948	False
GCA_980288675.1	neither_hq	63.414883	0.25123656	MQ	61.36	0.6	MQ	1194103	6.077	439	3323	14939	2720.1	54.511	False
GCA_980299275.1	agree_clean	99.87012	0.88700354	HQ	99.96	0.96	HQ	3582336	6.5542	20	249535	577237	179116.8	66.135	False
GCA_980301245.1	neither_hq	59.41076	7.0245147	MQ	81.75	4.6	MQ	496883	5.6963	125	4480	13446	3975.1	36.73	False
GCA_980315005.1	disagreement_141	74.899536	0.44040084	MQ	93.62	3.94	HQ	2594901	6.4141	408	8564	42475	6360.1	66.813	True
GCA_980316465.1	neither_hq	74.9403	0.29238462	MQ	80.66	0.21	MQ	1760439	6.2456	30	190538	227779	58681.3	36.205	False
GCA_980363365.1	disagreement_141	82.906784	0.08375049	MQ	98.79	0.39	HQ	3063506	6.4862	89	62365	157846	34421.4	64.295	True
GCA_980379555.1	v5hq_only	94.035484	0.0020742416	HQ	85.39	0.04	MQ	3802227	6.58	234	25228	80683	16248.8	66.001	True
GCA_980383785.1	neither_hq	51.50859	2.2740693	MQ	53.51	0.4	MQ	1303889	6.1152	440	3159	12761	2963.4	55.229	False
GCA_980407145.1	disagreement_141	99.35915	5.0718966	MQ	94.05	1.72	HQ	1712918	6.2337	110	36257	106917	15572.0	27.686	True
GCA_980581105.1	disagreement_141	97.301735	6.7766247	MQ	91.31	3.07	HQ	7311075	6.864	2183	3812	18835	3349.1	70.111	True
GCA_981117985.1	neither_hq	67.4065	0.105664134	MQ	61.72	0.55	MQ	1947539	6.2895	726	2690	33798	2682.6	68.874	False
GCA_981630225.1	agree_clean	99.90678	3.6467493	HQ	98.43	2.13	HQ	2317345	6.365	47	69997	158065	49305.2	56.453	False
GCA_981636455.1	neither_hq	72.563484	0.08869767	MQ	68.05	1.83	MQ	1578253	6.1982	485	3604	13126	3254.1	59.765	False
GCA_981816755.1	v5hq_only	99.62338	0.53743124	HQ	82.57	2.74	MQ	2168090	6.3361	662	3613	16586	3275.1	56.063	True
GCA_982227305.1	neither_hq	85.97696	0.13971329	MQ	77.85	2.23	MQ	2135805	6.3296	314	11465	60322	6801.9	57.48	False
GCA_982262265.1	agree_clean	99.94176	0.2104044	HQ	97.26	1.14	HQ	2435772	6.3866	71	67677	269473	34306.6	57.189	False
GCA_982264465.1	agree_clean	97.42847	3.6516757	HQ	91.15	3.4	HQ	1818873	6.2598	352	6764	40437	5167.3	49.554	False
