tier	group_key	draft_accession	complete_accession	organism	group	species_taxid	strain	draft_level	complete_level	draft_biosample	complete_biosample	draft_contigs	complete_contigs	draft_bp	complete_bp	size_ratio_draft_over_complete	draft_gc	complete_gc	draft_excluded_from_refseq	complete_excluded_from_refseq	draft_submitter	complete_submitter	draft_release_date	complete_release_date	n_complete_in_group	n_draft_in_group	draft_ftp	complete_ftp
same_biosample	SAMN12326775	GCA_011762535.1	GCA_011762595.2	Tursiops truncatus	vertebrate_mammalian	9739	mTurTru1	Scaffold	Chromosome	SAMN12326775	SAMN12326775	1633	1035	2385753970	2378505825	1.0030	41.500000	41.500000	na	na	Vertebrate Genomes Project	Vertebrate Genomes Project	2020-03-25	2024-12-12	1	2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/762/535/GCA_011762535.1_mTurTru1.mat/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/762/595/GCA_011762595.2_mTurTru1.mat.Y/
same_biosample	SAMN12568975	GCA_012069685.1	GCA_016695395.2	Homo sapiens	vertebrate_mammalian	9606	mHomSap3	Contig	Chromosome	SAMN12568975	SAMN12568975	6727	2165	2338564213	2902197670	0.8058	41.000000	41.000000	genome length too small	na	PacBio	Vertebrate Genomes Project	2020-04-06	2021-01-19	2	6	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/069/685/GCA_012069685.1_mHomSap3.Unzip_haplotigs/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/695/395/GCA_016695395.2_mHomSap3.mat/
same_biosample	SAMN12568975	GCA_012069705.1	GCA_016695395.2	Homo sapiens	vertebrate_mammalian	9606	mHomSap3	Contig	Chromosome	SAMN12568975	SAMN12568975	1069	2165	2879580733	2902197670	0.9922	41.000000	41.000000	na	na	PacBio	Vertebrate Genomes Project	2020-04-06	2021-01-19	2	6	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/069/705/GCA_012069705.1_mHomSap3.Unzip_primary/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/695/395/GCA_016695395.2_mHomSap3.mat/
same_biosample	SAMN12568975	GCA_012069725.1	GCA_016695395.2	Homo sapiens	vertebrate_mammalian	9606	mHomSap3	Contig	Chromosome	SAMN12568975	SAMN12568975	1069	2165	2880348468	2902197670	0.9925	41.000000	41.000000	na	na	PacBio	Vertebrate Genomes Project	2020-04-06	2021-01-19	2	6	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/069/725/GCA_012069725.1_mHomSap3.phase1_contigs/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/695/395/GCA_016695395.2_mHomSap3.mat/
same_biosample	SAMN12568975	GCA_012069735.1	GCA_016695395.2	Homo sapiens	vertebrate_mammalian	9606	mHomSap3	Contig	Chromosome	SAMN12568975	SAMN12568975	1069	2165	2880422361	2902197670	0.9925	41.000000	41.000000	na	na	PacBio	Vertebrate Genomes Project	2020-04-06	2021-01-19	2	6	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/069/735/GCA_012069735.1_mHomSap3.phase0_contigs/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/695/395/GCA_016695395.2_mHomSap3.mat/
same_biosample	SAMN12568975	GCA_012933705.1	GCA_016695395.2	Homo sapiens	vertebrate_mammalian	9606	mHomSap3	Scaffold	Chromosome	SAMN12568975	SAMN12568975	1095	2165	2880555361	2902197670	0.9925	41.000000	41.000000	na	na	PacBio	Vertebrate Genomes Project	2020-04-30	2021-01-19	2	6	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/933/705/GCA_012933705.1_mHomSap3.phase0_scaffolds/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/695/395/GCA_016695395.2_mHomSap3.mat/
same_biosample	SAMN12568975	GCA_012933715.1	GCA_016695395.2	Homo sapiens	vertebrate_mammalian	9606	mHomSap3	Scaffold	Chromosome	SAMN12568975	SAMN12568975	1095	2165	2880307701	2902197670	0.9925	41.000000	41.000000	na	na	PacBio	Vertebrate Genomes Project	2020-04-30	2021-01-19	2	6	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/933/715/GCA_012933715.1_mHomSap3.phase1_scaffolds/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/695/395/GCA_016695395.2_mHomSap3.mat/
same_biosample	SAMN14501574	GCA_012241495.1	GCA_017348895.1	Clostridium gasigenes	bacteria	94869	strain=CGAS001	Contig	Complete Genome	SAMN14501574	SAMN14501574	56	6	4062238	4132257	0.9831	28.500000	29.000000	na	na	University of Zurich	University of Zurich	2020-04-08	2021-03-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/241/495/GCA_012241495.1_ASM1224149v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/348/895/GCA_017348895.1_ASM1734889v1/
same_biosample	SAMN12623090	GCA_012275265.1	GCA_012275295.1	Melopsittacus undulatus	vertebrate_other	13146	bMelUnd1	Scaffold	Chromosome	SAMN12623090	SAMN12623090	1318	1148	1169393027	1171617451	0.9981	42.000000	42.000000	na	na	Vertebrate Genomes Project	G10K	2020-04-13	2020-04-13	1	2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/275/265/GCA_012275265.1_bMelUnd1.mat/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/275/295/GCA_012275295.1_bMelUnd1.mat.Z/
same_biosample	SAMN12623090	GCA_012275275.1	GCA_012275295.1	Melopsittacus undulatus	vertebrate_other	13146	bMelUnd1	Scaffold	Chromosome	SAMN12623090	SAMN12623090	1067	1148	1124753724	1171617451	0.9600	42.000000	42.000000	na	na	Vertebrate Genomes Project	G10K	2020-04-13	2020-04-13	1	2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/275/275/GCA_012275275.1_bMelUnd1.pat/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/275/295/GCA_012275295.1_bMelUnd1.mat.Z/
same_biosample	SAMN14008812	GCA_012968195.1	GCA_036760815.1	viral metagenome	metagenomes	1070528	na	Contig	Complete Genome	SAMN14008812	SAMN14008812	938567	1	340450028	37075	9182.7384	48.000000	35.000000	contaminated; fragmented assembly; genus undefined; metagenome	INSDC assembly has unverified features	University of California San Francisco	University of California San Francisco	2020-05-04	2023-08-09	49	2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/968/195/GCA_012968195.1_Yangshan_RNA/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/760/815/GCA_036760815.1_ASM3676081v1/
same_biosample	SAMN14008812	GCA_012970195.1	GCA_036760815.1	viral metagenome	metagenomes	1070528	na	Contig	Complete Genome	SAMN14008812	SAMN14008812	2712317	1	980442043	37075	26444.8292	52.000000	35.000000	contaminated; fragmented assembly; genus undefined; metagenome	INSDC assembly has unverified features	University of California San Francisco	University of California San Francisco	2020-05-04	2023-08-09	49	2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/970/195/GCA_012970195.1_Yangshan_DNA/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/760/815/GCA_036760815.1_ASM3676081v1/
same_biosample	SAMN14693017	GCA_012971785.1	GCA_030345655.1	Agrobacterium fabrum	bacteria	1176649	strain=ARqua1	Scaffold	Complete Genome	SAMN14693017	SAMN14693017	24	4	5680458	5714310	0.9941	59.000000	59.000000	na	na	Lawrence Berkeley National Lab	Beijing Forestry University	2020-05-04	2023-06-26	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/971/785/GCA_012971785.1_ASM1297178v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/345/655/GCA_030345655.1_ASM3034565v1/
same_biosample	SAMN14534668	GCA_013265685.1	GCA_013046845.1	Enterobacter hormaechei	bacteria	158836	strain=EGYMCRVIM	Contig	Complete Genome	SAMN14534668	SAMN14534668	5	5	5188211	5188211	1.0000	54.500000	54.500000	na	na	South valley university	South valley university	2020-06-03	2020-05-12	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/265/685/GCA_013265685.1_ASM1326568v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/046/845/GCA_013046845.1_ASM1304684v1/
same_biosample	SAMN14843675	GCA_013093435.1	GCA_027594565.1	Clostridium estertheticum	bacteria	238834	strain=CEST001	Contig	Complete Genome	SAMN14843675	SAMN14843675	65	5	4807277	4905639	0.9799	30.500000	31.000000	na	na	University of Zurich	University of Zurich	2020-05-15	2023-01-09	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/093/435/GCA_013093435.1_B2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/594/565/GCA_027594565.1_ASM2759456v1/
same_biosample	SAMN14133047	GCA_013154435.1	GCA_013146725.1	Shigella sonnei	bacteria	624	strain=3123885	Contig	Complete Genome	SAMN14133047	SAMN14133047	612	2	4880093	4636384	1.0526	50.500000	51.000000	na	annotation fails completeness check; many frameshifted proteins; missing tRNA genes	University of Bern	University of Bern	2020-05-22	2020-05-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/154/435/GCA_013154435.1_ASM1315443v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/146/725/GCA_013146725.1_ASM1314672v1/
same_biosample	SAMN14133042	GCA_013154545.1	GCA_013146745.1	Shigella sonnei	bacteria	624	strain=0401952027	Contig	Complete Genome	SAMN14133042	SAMN14133042	533	2	4663551	4909546	0.9499	51.000000	51.000000	na	na	University of Bern	University of Bern	2020-05-22	2020-05-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/154/545/GCA_013154545.1_ASM1315454v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/146/745/GCA_013146745.1_ASM1314674v1/
same_biosample	SAMN14133045	GCA_013154505.1	GCA_013146765.1	Shigella sonnei	bacteria	624	strain=09163633	Contig	Complete Genome	SAMN14133045	SAMN14133045	508	2	4669781	4942870	0.9448	51.000000	51.000000	na	na	University of Bern	University of Bern	2020-05-22	2020-05-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/154/505/GCA_013154505.1_ASM1315450v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/146/765/GCA_013146765.1_ASM1314676v1/
same_biosample	SAMN14133048	GCA_013154415.1	GCA_013146785.1	Shigella sonnei	bacteria	624	strain=19.1125.3493	Contig	Complete Genome	SAMN14133048	SAMN14133048	498	2	4508846	4873610	0.9252	51.000000	51.000000	na	na	University of Bern	University of Bern	2020-05-22	2020-05-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/154/415/GCA_013154415.1_ASM1315441v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/146/785/GCA_013146785.1_ASM1314678v1/
same_biosample	SAMN14133041	GCA_013154575.1	GCA_013146805.1	Shigella sonnei	bacteria	624	strain=0401930105	Contig	Complete Genome	SAMN14133041	SAMN14133041	473	2	4502485	4873589	0.9239	51.000000	51.000000	na	na	University of Bern	University of Bern	2020-05-22	2020-05-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/154/575/GCA_013154575.1_ASM1315457v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/146/805/GCA_013146805.1_ASM1314680v1/
same_biosample	SAMN14133038	GCA_013154655.1	GCA_013146845.1	Shigella sonnei	bacteria	624	strain=19.0821.3486	Contig	Complete Genome	SAMN14133038	SAMN14133038	463	2	4563516	4934123	0.9249	51.000000	51.000000	na	na	University of Bern	University of Bern	2020-05-22	2020-05-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/154/655/GCA_013154655.1_ASM1315465v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/146/845/GCA_013146845.1_ASM1314684v1/
same_biosample	SAMN14133037	GCA_013154665.1	GCA_013147065.1	Shigella sonnei	bacteria	624	strain=19.0820.1561	Contig	Complete Genome	SAMN14133037	SAMN14133037	499	2	4626627	4881506	0.9478	50.500000	51.000000	na	na	University of Bern	University of Bern	2020-05-22	2020-05-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/154/665/GCA_013154665.1_ASM1315466v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/147/065/GCA_013147065.1_ASM1314706v1/
same_biosample	SAMN14133046	GCA_013154475.1	GCA_013147165.1	Shigella sonnei	bacteria	624	strain=7111.69	Contig	Complete Genome	SAMN14133046	SAMN14133046	500	2	4603971	4940233	0.9319	50.500000	51.000000	na	na	University of Bern	University of Bern	2020-05-22	2020-05-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/154/475/GCA_013154475.1_ASM1315447v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/147/165/GCA_013147165.1_ASM1314716v1/
same_biosample	SAMN14133044	GCA_013154535.1	GCA_013147185.1	Shigella sonnei	bacteria	624	strain=1205.3131	Contig	Complete Genome	SAMN14133044	SAMN14133044	511	2	4587805	4967371	0.9236	51.000000	51.000000	na	na	University of Bern	University of Bern	2020-05-22	2020-05-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/154/535/GCA_013154535.1_ASM1315453v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/147/185/GCA_013147185.1_ASM1314718v1/
same_biosample	SAMN14133043	GCA_013154485.1	GCA_013147205.1	Shigella sonnei	bacteria	624	strain=L4094	Contig	Complete Genome	SAMN14133043	SAMN14133043	473	2	4599675	4969386	0.9256	50.500000	51.000000	na	na	University of Bern	University of Bern	2020-05-22	2020-05-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/154/485/GCA_013154485.1_ASM1315448v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/147/205/GCA_013147205.1_ASM1314720v1/
same_biosample	SAMN14133040	GCA_013154605.1	GCA_013147225.1	Shigella sonnei	bacteria	624	strain=509.1022	Contig	Chromosome	SAMN14133040	SAMN14133040	445	2	4520722	4892993	0.9239	51.000000	51.000000	na	na	University of Bern	University of Bern	2020-05-22	2020-05-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/154/605/GCA_013154605.1_ASM1315460v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/147/225/GCA_013147225.1_ASM1314722v1/
same_biosample	SAMN14133039	GCA_013154595.1	GCA_013147245.1	Shigella sonnei	bacteria	624	strain=19.0822.3296	Contig	Chromosome	SAMN14133039	SAMN14133039	512	2	4536136	4893041	0.9271	51.000000	51.000000	na	na	University of Bern	University of Bern	2020-05-22	2020-05-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/154/595/GCA_013154595.1_ASM1315459v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/147/245/GCA_013147245.1_ASM1314724v1/
same_biosample	SAMN14932654	GCA_013189855.1	GCA_024220115.1	Streptococcus suis	bacteria	1307	strain=LSS42	Contig	Complete Genome	SAMN14932654	SAMN14932654	47	1	2103856	2169516	0.9697	41.000000	41.500000	from large multi-isolate project	na	University of Cambridge	Wageningen University & Research	2020-05-29	2022-07-12	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/189/855/GCA_013189855.1_ASM1318985v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/220/115/GCA_024220115.1_ASM2422011v1/
same_biosample	SAMN14932458	GCA_013193985.1	GCA_024220075.1	Streptococcus suis	bacteria	1307	strain=1521251	Contig	Complete Genome	SAMN14932458	SAMN14932458	68	1	2245054	2310771	0.9716	41.000000	41.000000	from large multi-isolate project	na	University of Cambridge	Wageningen University & Research	2020-05-29	2022-07-12	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/193/985/GCA_013193985.1_ASM1319398v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/220/075/GCA_024220075.1_ASM2422007v1/
same_biosample	SAMN13521054	GCA_013340185.1	GCA_013340165.1	Drosophila suzukii	invertebrate	28584	strain=WT3_2.0	Contig	Chromosome	SAMN13521054	SAMN13521054	557	546	42000412	268012156	0.1567	41.000000	40.500000	genome length too small	superseded by newer assembly for species	Laboratoire de Biologie du Developpement de Marseille	Institut de Biologie du Developpement de Marseille	2020-06-12	2020-06-15	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/340/185/GCA_013340185.1_LBDM_Dsuz_2.1.alt/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/340/165/GCA_013340165.1_LBDM_Dsuz_2.1.pri/
same_biosample	SAMN12623626	GCA_013347815.1	GCA_013358685.1	Antennarius maculatus	vertebrate_other	882753	fAntMac1	Contig	Chromosome	SAMN12623626	SAMN12623626	2294	373	530348589	549930323	0.9644	42.000000	42.000000	na	na	Vertebrate Genomes Project	Vertebrate Genomes Project	2020-06-12	2020-06-18	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/347/815/GCA_013347815.1_fAntMac1.alt/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/358/685/GCA_013358685.1_fAntMac1.pri/
same_biosample	SAMN12623627	GCA_013347865.1	GCA_013347855.1	Anguilla anguilla	vertebrate_other	7936	fAngAng1	Contig	Chromosome	SAMN12623627	SAMN12623627	2338	692	965248483	979029243	0.9859	43.500000	43.500000	na	na	Vertebrate Genomes Project	Vertebrate Genomes Project	2020-06-12	2020-06-18	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/347/865/GCA_013347865.1_fAngAng1.alt/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/347/855/GCA_013347855.1_fAngAng1.pri/
same_biosample	SAMN12623625	GCA_013347915.1	GCA_013358815.1	Electrophorus electricus	vertebrate_other	8005	fEleEle1	Contig	Chromosome	SAMN12623625	SAMN12623625	2629	315	428136346	589358956	0.7264	43.000000	42.500000	na	na	Vertebrate Genomes Project	Vertebrate Genomes Project	2020-06-12	2020-06-23	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/347/915/GCA_013347915.1_fEleEle1.alt/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/358/815/GCA_013358815.1_fEleEle1.pri/
same_biosample	SAMN14943778	GCA_013378475.1	GCA_013348685.1	Treponema phagedenis	bacteria	162	strain=KS1	Contig	Complete Genome	SAMN14943778	SAMN14943778	16	1	3769422	3188924	1.1820	40.000000	40.000000	na	na	Sunchon National University	Sunchon National University	2020-07-01	2020-06-17	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/378/475/GCA_013378475.1_ASM1337847v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/348/685/GCA_013348685.1_ASM1334868v1/
same_biosample	SAMN12623619	GCA_013368575.1	GCA_013368585.1	Megalops cyprinoides	vertebrate_other	118141	fMegCyp1	Scaffold	Chromosome	SAMN12623619	SAMN12623619	4336	269	920469332	959241634	0.9596	43.000000	43.000000	na	na	Vertebrate Genomes Project	Vertebrate Genomes Project	2020-06-23	2020-06-23	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/368/575/GCA_013368575.1_fMegCyp1.alt/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/368/585/GCA_013368585.1_fMegCyp1.pri/
same_biosample	SAMN12622411	GCA_013368595.1	GCA_013368605.1	Nyctibius grandis	vertebrate_other	48427	bNycGra1	Scaffold	Chromosome	SAMN12622411	SAMN12622411	1409	433	1041284291	1256393467	0.8288	42.500000	42.500000	na	na	Vertebrate Genomes Project	Vertebrate Genomes Project	2020-06-23	2020-06-23	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/368/595/GCA_013368595.1_bNycGra1.alt/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/368/605/GCA_013368605.1_bNycGra1.pri/
same_biosample	SAMN09303053	GCA_013393245.1	GCA_051027645.1	Paenarthrobacter ureafaciens	bacteria	37931	strain=xwA7	Scaffold	Complete Genome	SAMN09303053	SAMN09303053	70	2	4679052	4664150	1.0032	63.000000	63.000000	na	na	Hbtcm.edu.cn	Guizhou University of Traditional Chinese Medicine	2020-07-08	2025-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/393/245/GCA_013393245.1_ASM1339324v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/027/645/GCA_051027645.1_GZY_A7_2.1/
same_biosample	SAMN09303052	GCA_013393275.1	GCA_051027655.1	Paenarthrobacter nitroguajacolicus	bacteria	211146	strain=xwA3	Scaffold	Complete Genome	SAMN09303052	SAMN09303052	57	2	4845531	4843545	1.0004	62.000000	62.000000	na	na	Hbtcm.edu.cn	Guizhou University of Traditional Chinese Medicine	2020-07-08	2025-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/393/275/GCA_013393275.1_ASM1339327v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/027/655/GCA_051027655.1_GZY_A3_2.1/
same_biosample	SAMN09303051	GCA_013393325.1	GCA_051027635.1	Pseudomonas hunanensis	bacteria	1247546	strain=xwS6	Contig	Complete Genome	SAMN09303051	SAMN09303051	104	1	5998552	6006648	0.9987	62.000000	62.000000	na	na	Hbtcm.edu.cn	Guizhou University of Traditional Chinese Medicine	2020-07-08	2025-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/393/325/GCA_013393325.1_ASM1339332v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/027/635/GCA_051027635.1_GZY_S6_2.1/
same_biosample	SAMN12254000	GCA_013398495.1	GCA_026979565.1	Vidua chalybeata	vertebrate_other	81927	OUT-0048	Scaffold	Chromosome	SAMN12254000	SAMN12254000	8454	635	1073584019	1080440577	0.9937	42.000000	42.000000	na	na	B10K Consortium	Vertebrate Genomes Project	2020-07-10	2022-12-21	1	2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/495/GCA_013398495.1_ASM1339849v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/979/565/GCA_026979565.1_bVidCha1_merged_haplotype/
same_biosample	SAMN12254000	GCA_026979555.1	GCA_026979565.1	Vidua chalybeata	vertebrate_other	81927	OUT-0048	Contig	Chromosome	SAMN12254000	SAMN12254000	1939	635	154870056	1080440577	0.1433	49.500000	42.000000	na	na	Vertebrate Genomes Project	Vertebrate Genomes Project	2022-12-16	2022-12-21	1	2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/979/555/GCA_026979555.1_bVidCha1_purged_dups_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/979/565/GCA_026979565.1_bVidCha1_merged_haplotype/
same_biosample	SAMN10336832	GCA_018239625.1	GCA_013421045.1	Propylea japonica	invertebrate	158624	na	Contig	Chromosome	SAMN10336832	SAMN10336832	1463980	4778	730974113	851227647	0.8587	35.500000	35.000000	contaminated	na	Florida Museum of Natural History	Institute of Cotton Research of Chinese academy of agricultural sciences	2021-05-03	2020-07-23	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/239/625/GCA_018239625.1_SRR10076377/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/421/045/GCA_013421045.1_ASM1342104v1/
same_biosample	SAMN15521735	GCA_013523595.1	GCA_052927865.1	Listeria monocytogenes	bacteria	1639	strain=PNUSAL007562	Contig	Complete Genome	SAMN15521735	SAMN15521735	20	2	3232836	3152083	1.0256	38.000000	38.000000	from large multi-isolate project	na	Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention	University at Albany	2020-07-23	2025-09-30	1	2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/523/595/GCA_013523595.1_PDT000787344.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/927/865/GCA_052927865.1_NY_Lm_H9/
same_biosample	SAMN15521735	GCA_052197595.1	GCA_052927865.1	Listeria monocytogenes	bacteria	1639	strain=PNUSAL007562	Contig	Complete Genome	SAMN15521735	SAMN15521735	34	2	3124961	3152083	0.9914	38.000000	38.000000	from large multi-isolate project	na	University at Albany	University at Albany	2025-08-22	2025-09-30	1	2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/197/595/GCA_052197595.1_ASM5219759v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/927/865/GCA_052927865.1_NY_Lm_H9/
same_biosample	SAMN14582895	GCA_014083485.1	GCA_013758885.1	Anopheles albimanus	invertebrate	7167	strain=STELCA	Contig	Chromosome	SAMN14582895	SAMN14582895	31	151	3802539	172602732	0.0220	46.000000	49.000000	genome length too small	na	Virginia Polytechnic Institute and State University	None	2020-07-27	2020-08-06	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/083/485/GCA_014083485.1_VT_AalbS3_alt_1.0/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/758/885/GCA_013758885.1_VT_AalbS3_pri_1.0/
same_biosample	SAMN10964361	GCA_018290745.1	GCA_014466935.1	Leishmania chagasi	protozoa	44271	strain=MHOM/HD/2017/M32502/Amapala	Contig	Chromosome	SAMN10964361	SAMN10964361	7193	239	30617757	31924975	0.9591	59.500000	59.500000	na	na	University of Sao Paulo - USP	Instituto evandro Chagas	2021-05-06	2020-09-03	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/290/745/GCA_018290745.1_IEC_LinfHon_2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/466/935/GCA_014466935.1_ASM1446693v1/
