accession	cohort	v5_completeness	v5_contamination	checkm2_completeness	checkm2_contamination	total_bp	n_contigs	n50	gc_pct	unclassified_pct	informative_kmer_density	mean_contig_confidence_bpw	orig_phylum_contam_pct	orig_phylum_dominant_pct	orig_n_phyla	strict_phylum_contam_pct	strict_qualifying_bp_frac	scg_domain	frac_profiles_detected	n_families_multicopy	total_extra_copies	max_copies	n_dup_pairs	n_dup_pairs_diff_contig	median_dup_pair_identity	n_dup_pairs_divergent	divergent_dup_families_per_100_profiles	gunc_pg21_css	gunc_pg21_pass	gunc_pg21_rrs	gunc_gtdb95_css	gunc_gtdb95_pass	gunc_gtdb95_rrs
GCA_051002645.1	neither_hq	98.51117	14.838609	85.44	5.52	4618062.0	534.0	10943.0	65.068																								
GCA_051011235.1	neither_hq	82.35154	0.9733975	87.17	2.91	2820624.0	386.0	9389.0	41.89																								
GCA_052094525.1	neither_hq	81.5332	1.0345161	79.57	3.54	3403304.0	397.0	11281.0	70.209																								
GCA_052365645.1	neither_hq	50.436375	1.2230664	85.37	0.15	272762.0	1.0	272762.0	22.748																								
GCA_052369855.1	neither_hq	66.94534	0.10498166	70.57	0.06	2411516.0	132.0	35496.0	42.076																								
GCA_054288385.1	neither_hq	83.77995	0.0053316355	68.02	2.3	1978356.0	392.0	6203.0	43.743																								
GCA_054302825.1	neither_hq	71.96594	7.996383	68.97	4.16	3569010.0	1082.0	3596.0	71.293																								
GCA_054302865.1	neither_hq	53.58735	23.767134	69.23	2.4	4705103.0	1698.0	2884.0	69.844																								
GCA_054920615.1	neither_hq	79.77997	0.2883494	63.61	0.34	3398996.0	747.0	4806.0	56.644																								
GCA_055070135.1	neither_hq	63.334427	0.034970045	53.55	3.37	3485688.0	304.0	12286.0	70.71																								
GCA_055070965.1	neither_hq	82.30631	2.1517367	61.8	1.33	4174281.0	296.0	16908.0	73.051																								
GCA_055089715.1	neither_hq	86.180786	34.742832	89.44	3.13	7301806.0	139.0	94510.0	58.832																								
GCA_055118855.1	neither_hq	58.55955	1.4248699	78.46	0.0	542845.0	44.0	17325.0	40.843																								
GCA_055150975.1	neither_hq	58.670807	0.089898705	63.17	0.15	1370876.0	140.0	9979.0	48.388																								
GCA_055171475.1	neither_hq	76.45033	14.205888	83.19	6.24	3791330.0	283.0	16776.0	66.744																								
GCA_055183735.1	neither_hq	62.16872	0.019958615	67.85	0.83	2102819.0	192.0	11995.0	38.36																								
GCA_055496775.1	neither_hq	86.47788	0.1144886	88.07	0.2	3105960.0	104.0	46316.0	64.411																								
GCA_055612895.1	neither_hq	80.209465	8.31564	100.0	5.61	5387401.0	571.0	18737.0	62.357																								
GCA_055868925.1	neither_hq	80.63089	1.6229451	81.83	0.01	2421952.0	151.0	21112.0	68.369																								
GCA_055881975.1	neither_hq	72.3361	0.082570314	77.32	0.57	1844743.0	225.0	10539.0	62.093																								
GCA_055917085.1	neither_hq	59.0275	0.3957957	52.3	1.76	2979591.0	697.0	4308.0	59.83																								
GCA_055929065.1	neither_hq	63.493088	12.325562	75.48	1.4	1304086.0	156.0	10184.0	31.557																								
GCA_900313405.1	neither_hq	79.53191	0.004249811	69.26	5.98	1691595.0	317.0	5971.0	49.302																								
GCA_900316295.1	neither_hq	73.4532	0.267151	86.32	0.34	2387511.0	64.0	60705.0	47.333																								
GCA_900554025.1	neither_hq	80.57878	0.087341666	81.49	3.13	1894430.0	455.0	4431.0	62.713																								
GCA_900757745.1	neither_hq	56.09998	1.0670364	54.67	2.57	1434875.0	381.0	4267.0	56.024																								
GCA_900758195.1	neither_hq	51.411488	0.00962317	60.85	0.13	1547603.0	360.0	4363.0	60.853																								
GCA_902482005.1	neither_hq	80.42921	0.1704514	79.64	1.49	1811394.0	324.0	7204.0	61.326																								
GCA_902484735.1	neither_hq	75.64215	0.5047411	72.45	1.04	1648873.0	931.0	1786.0	59.92																								
GCA_902493225.1	neither_hq	97.7193	24.70254	100.0	5.87	1809545.0	35.0	89300.0	26.432																								
GCA_902514765.1	neither_hq	55.113983	7.182625	67.88	0.02	902813.0	40.0	36741.0	34.663																								
GCA_902514785.1	neither_hq	50.22545	0.99279284	32.27	0.03	536674.0	53.0	17093.0	31.112																								
GCA_902517505.1	neither_hq	79.73803	0.5208492	83.08	0.0	1064759.0	28.0	63564.0	31.987																								
GCA_902527045.1	neither_hq	72.71905	2.6198685	82.25	0.12	1148299.0	34.0	63595.0	30.726																								
GCA_902527545.1	neither_hq	83.41694	2.9451818	87.02	0.45	1304787.0	36.0	97655.0	30.69																								
GCA_902545115.1	neither_hq	50.339397	0.2680868	31.82	0.03	820272.0	59.0	19699.0	38.205																								
GCA_902556595.1	neither_hq	52.884624	0.9640932	47.4	0.47	560963.0	38.0	28308.0	30.213																								
GCA_902567305.1	neither_hq	50.35477	0.65328777	30.87	0.7	425978.0	29.0	24764.0	30.604																								
GCA_902574605.1	neither_hq	70.58151	7.3089986	84.58	0.04	1223742.0	27.0	92637.0	32.976																								
GCA_902588525.1	neither_hq	61.084206	12.310752	54.24	0.09	1370794.0	78.0	35839.0	38.984																								
GCA_902608745.1	neither_hq	50.349052	0.16765594	26.44	0.2	531604.0	61.0	11435.0	30.641																								
GCA_902631535.1	neither_hq	66.26326	7.728675	81.31	0.03	893363.0	29.0	98712.0	29.65																								
GCA_902646835.1	neither_hq	82.43901	0.22568107	80.93	0.29	826759.0	331.0	2875.0	32.061																								
GCA_902771135.1	neither_hq	77.65123	0.15681386	83.84	2.53	2095511.0	292.0	9355.0	52.607																								
GCA_903824355.1	neither_hq	50.99978	0.04195571	40.87	5.59	575153.0	206.0	2833.0	41.4																								
GCA_903827645.1	neither_hq	52.89677	0.08327663	56.09	1.4	2329494.0	720.0	3500.0	58.475																								
GCA_903843005.1	neither_hq	98.31747	13.455012	76.81	6.05	4589189.0	937.0	6945.0	57.574																								
GCA_903863655.1	neither_hq	52.03301	0.08459389	50.73	1.09	1136045.0	431.0	2658.0	54.322																								
GCA_903871205.1	neither_hq	50.427666	0.015375018	51.99	1.13	818718.0	332.0	2430.0	44.549																								
GCA_903894265.1	neither_hq	97.996185	50.946087	85.38	4.15	1543233.0	511.0	3339.0	38.851																								
GCA_903910115.1	neither_hq	63.89326	0.10330677	76.46	1.59	1858457.0	369.0	6170.0	60.984																								
GCA_903911735.1	neither_hq	64.831154	2.084732	61.04	1.68	1349265.0	369.0	4422.0	38.415																								
GCA_903924435.1	neither_hq	56.48266	0.9926051	70.11	4.19	1224226.0	377.0	3559.0	48.695																								
GCA_903939645.1	neither_hq	57.616165	13.170469	85.41	3.33	2878911.0	467.0	8246.0	58.176																								
GCA_903943925.1	neither_hq	73.24362	0.24046004	68.91	2.88	2284336.0	755.0	3249.0	68.065																								
GCA_903950205.1	neither_hq	99.37326	8.091005	90.22	5.69	6031812.0	635.0	20249.0	57.77																								
GCA_913775815.1	neither_hq	81.00067	0.19235611	81.94	4.87	3949681.0	581.0	8196.0	57.478																								
GCA_927351085.1	neither_hq	65.322754	0.0016212463	69.27	1.14	1434903.0	278.0	5458.0	64.518																								
GCA_934852595.1	neither_hq	71.34126	0.06747544	72.32	0.02	1460243.0	65.0	32679.0	61.146																								
GCA_937892725.1	neither_hq	69.44388	0.0865072	72.53	1.74	1553257.0	733.0	2276.0	42.734																								
GCA_937899635.1	neither_hq	51.244926	1.8558651	60.37	2.49	1142031.0	495.0	2519.0	51.62																								
GCA_937995765.1	neither_hq	57.45926	0.0033020973	67.9	0.92	2093798.0	209.0	13608.0	48.695																								
GCA_938091325.1	neither_hq	74.55446	0.52285194	85.68	0.03	2026347.0	147.0	18115.0	50.846																								
GCA_943326545.2	neither_hq	51.968567	0.007662177	54.01	0.02	1665261.0	294.0	5820.0	42.085																								
GCA_943370705.1	neither_hq	52.215996	0.00808835	57.97	0.04	2899702.0	584.0	4997.0	66.34																								
GCA_943788015.1	neither_hq	53.19249	6.1430426	76.8	0.14	1665687.0	21.0	116398.0	69.735																								
GCA_943841585.1	neither_hq	75.229225	0.089380145	81.29	0.96	1931613.0	72.0	34048.0	51.817																								
GCA_943843945.1	neither_hq	67.88606	0.08850992	82.1	0.97	2121371.0	135.0	22089.0	37.243																								
GCA_944331885.1	neither_hq	65.571396	14.965015	87.29	2.13	921076.0	131.0	8206.0	27.954																								
GCA_945497945.1	neither_hq	58.72602	0.06661713	70.35	0.0	533091.0	113.0	4968.0	35.905																								
GCA_945830435.1	neither_hq	80.77272	0.063848495	84.18	0.25	2056773.0	166.0	16325.0	47.174																								
GCA_945878385.1	neither_hq	82.44595	0.008043647	88.5	0.45	2582131.0	274.0	11666.0	65.329																								
GCA_946056965.1	neither_hq	78.78106	0.061902404	81.85	0.32	1560114.0	218.0	8824.0	50.011																								
GCA_946060705.1	neither_hq	60.354282	4.461029	58.35	0.61	1396727.0	236.0	6421.0	66.15																								
GCA_946187265.1	neither_hq	52.36899	5.1672935	51.01	1.38	1397562.0	292.0	5171.0	57.314																								
GCA_947165385.1	neither_hq	73.6485	0.1288265	56.64	0.16	1745311.0	361.0	5064.0	51.275																								
GCA_947380365.1	neither_hq	82.16992	0.06997883	68.97	10.05	2317234.0	281.0	8562.0	33.678																								
GCA_947381095.1	neither_hq	77.83638	0.15085042	84.36	0.0	1499539.0	98.0	25339.0	55.095																								
GCA_947387735.1	neither_hq	56.107727	0.006815791	43.58	0.89	1573431.0	334.0	4974.0	60.705																								
GCA_947450355.1	neither_hq	83.99104	0.0021874905	83.52	0.57	2326620.0	226.0	14455.0	32.939																								
GCA_947461945.1	neither_hq	55.135933	0.044938922	40.8	0.56	1130781.0	214.0	5543.0	35.081																								
GCA_947467075.1	neither_hq	55.444134	0.17606616	48.09	1.96	785748.0	137.0	6190.0	47.32																								
GCA_947476125.1	neither_hq	67.115265	0.01962483	70.75	1.71	1991348.0	362.0	5771.0	59.305																								
GCA_947565175.1	neither_hq	73.828445	0.22968054	56.06	12.38	1337913.0	73.0	28054.0	41.836																								
GCA_947573175.1	neither_hq	85.207184	60.739315	97.41	11.0	4055996.0	211.0	33538.0	57.709																								
GCA_948472995.1	neither_hq	76.08671	0.060522556	80.9	0.04	2301722.0	266.0	10969.0	41.481																								
GCA_948480355.1	neither_hq	56.690002	0.9986818	58.82	0.0	1331635.0	453.0	3293.0	54.037																								
GCA_948489085.1	neither_hq	80.745514	1.0320783	78.32	4.92	2045164.0	412.0	6092.0	53.902																								
GCA_948490225.1	neither_hq	50.44523	5.8254333	47.43	0.02	1191509.0	40.0	45132.0	45.318																								
GCA_948493095.1	neither_hq	61.171955	0.0015586615	51.3	0.33	1724228.0	588.0	3465.0	54.684																								
GCA_948493675.1	neither_hq	57.42421	0.142622	51.32	0.03	1447151.0	32.0	68500.0	55.643																								
GCA_948525625.1	neither_hq	75.78485	0.06489158	75.38	0.04	1816603.0	15.0	250837.0	51.098																								
GCA_948530535.1	neither_hq	62.346375	0.043669343	61.91	0.11	1839061.0	166.0	16043.0	49.736																								
GCA_948554195.1	neither_hq	72.08932	0.74400604	71.22	1.3	2224920.0	176.0	16670.0	50.223																								
GCA_948562815.1	neither_hq	89.16877	0.19361377	89.18	1.66	1806376.0	309.0	8905.0	40.432																								
GCA_948565645.1	neither_hq	82.25312	0.0238806	86.57	3.51	1980390.0	234.0	11236.0	54.882																								
GCA_948571975.1	neither_hq	83.164375	0.019040704	84.79	0.49	1646707.0	305.0	6880.0	37.927																								
GCA_948585155.1	neither_hq	80.87181	0.07685721	70.15	0.59	1224991.0	321.0	4927.0	35.697																								
GCA_948586815.1	neither_hq	84.82524	0.3460616	81.79	3.86	2390411.0	795.0	3577.0	61.255																								
GCA_948604415.1	neither_hq	85.77469	0.005888939	79.56	6.6	2627297.0	403.0	8874.0	61.7																								
GCA_948620345.1	neither_hq	70.47177	0.039577484	70.72	2.42	2423331.0	451.0	7446.0	50.646																								
GCA_948632355.1	neither_hq	77.662704	0.19989312	73.58	0.33	2129520.0	39.0	95409.0	47.679																								
GCA_948658235.1	neither_hq	67.10406	0.08919835	58.75	3.81	1941324.0	401.0	6265.0	47.809																								
GCA_948666555.1	neither_hq	83.425255	0.0007659197	75.75	0.4	2296409.0	403.0	6809.0	53.211																								
GCA_948679435.1	neither_hq	51.727436	0.0042259693	43.32	0.33	1340239.0	664.0	2108.0	40.968																								
GCA_948693705.1	neither_hq	84.631485	0.7930726	80.41	2.17	2501989.0	339.0	10893.0	64.431																								
GCA_948696975.1	neither_hq	69.974625	0.12140274	79.28	0.26	1158627.0	25.0	78655.0	46.935																								
GCA_948718875.1	neither_hq	77.06486	0.046133995	75.74	0.08	2599769.0	155.0	24098.0	52.912																								
GCA_948719905.1	neither_hq	78.52112	4.707649	71.87	2.7	744740.0	70.0	14174.0	43.583																								
GCA_948721845.1	neither_hq	76.37526	16.278978	87.15	0.09	2328258.0	73.0	52750.0	57.339																								
GCA_948722075.1	neither_hq	58.21051	0.101062655	61.32	0.66	3112016.0	231.0	21893.0	41.634																								
GCA_948735825.1	neither_hq	86.29944	0.13129711	81.87	1.67	2181408.0	132.0	27973.0	62.497																								
GCA_948740895.1	neither_hq	88.5229	0.11193156	85.5	1.55	2504396.0	375.0	9328.0	41.775																								
GCA_948792095.1	neither_hq	82.50371	0.32975674	85.54	1.42	1556718.0	248.0	7515.0	52.313																								
GCA_948804705.1	neither_hq	75.430405	0.035876036	66.54	1.21	2791519.0	615.0	5591.0	52.984																								
GCA_948806205.1	neither_hq	76.47352	0.06084144	72.53	3.41	2028633.0	441.0	5803.0	45.962																								
GCA_948819895.1	neither_hq	85.72894	0.0013172626	76.1	0.83	2379920.0	295.0	11433.0	53.673																								
GCA_948856765.1	neither_hq	56.434578	0.25311112	55.31	0.62	1968398.0	842.0	2435.0	39.409																								
GCA_948857955.1	neither_hq	87.505356	0.13515651	85.73	4.96	2490881.0	146.0	28598.0	41.358																								
GCA_948867905.1	neither_hq	84.24273	0.2865225	69.63	1.73	3646807.0	334.0	14460.0	51.301																								
GCA_948886615.1	neither_hq	88.972206	0.40782094	82.62	3.42	2578120.0	92.0	51536.0	41.467																								
GCA_948888185.1	neither_hq	63.255184	0.00063180923	43.35	2.03	1723909.0	629.0	3209.0	42.117																								
GCA_948912735.1	neither_hq	89.87023	0.13309419	89.91	0.71	3123325.0	137.0	40428.0	52.173																								
GCA_948943405.1	neither_hq	65.404236	0.043720007	61.26	1.32	1290455.0	316.0	4894.0	35.62																								
GCA_948949165.1	neither_hq	64.95463	0.0795275	72.05	2.35	837718.0	324.0	2749.0	49.551																								
GCA_948953505.1	neither_hq	74.44834	0.08363724	85.52	0.3	1393149.0	136.0	15444.0	46.926																								
GCA_948961635.1	neither_hq	62.250374	0.053936243	61.8	0.06	2654065.0	56.0	67418.0	41.791																								
GCA_948965675.1	neither_hq	83.49996	1.4903992	82.59	0.87	2463191.0	100.0	38449.0	54.228																								
GCA_948966055.1	neither_hq	75.64931	0.47713518	75.15	4.27	2051475.0	413.0	6298.0	45.839																								
GCA_948971235.1	neither_hq	75.3481	0.15333593	79.19	0.91	1974875.0	328.0	7148.0	50.165																								
GCA_948986435.1	neither_hq	64.26822	0.00020265579	76.54	4.29	2252174.0	267.0	10567.0	47.867																								
GCA_949018225.1	neither_hq	79.82489	0.051668286	68.9	0.1	2075709.0	396.0	5943.0	51.591																								
GCA_949036865.1	neither_hq	72.63896	8.105114	80.28	0.15	2035740.0	98.0	28029.0	51.831																								
GCA_949037135.1	neither_hq	52.064014	0.11678338	47.08	2.01	1830588.0	64.0	42986.0	50.855																								
GCA_949039255.1	neither_hq	87.55672	0.14013648	84.16	0.04	2370683.0	61.0	64165.0	51.622																								
GCA_949041655.1	neither_hq	69.204575	0.03939569	53.44	2.1	1203446.0	153.0	8923.0	43.959																								
GCA_949046905.1	neither_hq	81.73071	0.2274543	79.55	2.8	2403353.0	801.0	3459.0	48.856																								
GCA_949046955.1	neither_hq	87.858536	0.053054094	89.47	1.91	1818703.0	463.0	5011.0	40.436																								
GCA_949053625.1	neither_hq	70.09971	0.06465614	59.96	2.05	1762668.0	596.0	3368.0	50.704																								
GCA_949057715.1	neither_hq	88.79245	0.22436976	80.39	3.41	2533457.0	265.0	15337.0	64.757																								
GCA_949072425.1	neither_hq	99.904755	10.211009	93.5	7.66	4743002.0	492.0	42504.0	42.932																								
GCA_949101855.1	neither_hq	79.68388	3.9932756	77.69	4.51	2180231.0	658.0	4017.0	56.189																								
GCA_949103825.1	neither_hq	73.92215	0.22004247	71.04	2.21	1852680.0	223.0	10400.0	54.301																								
GCA_949156035.1	neither_hq	64.58444	0.2629906	65.67	1.34	1599502.0	399.0	4522.0	47.111																								
GCA_949372795.1	neither_hq	62.642025	3.850019	86.83	0.0	1101475.0	16.0	132798.0	51.676																								
GCA_949375615.1	neither_hq	50.72494	0.04478693	37.43	0.01	1333480.0	41.0	56340.0	45.781																								
GCA_949381705.1	neither_hq	73.54901	0.008580089	81.65	0.95	1226299.0	114.0	16220.0	47.876																								
GCA_949403115.1	neither_hq	84.466446	0.0772506	84.61	0.0	1920521.0	51.0	53951.0	55.658																								
GCA_949407395.1	neither_hq	74.8761	0.164935	71.78	0.0	1950553.0	24.0	190171.0	50.827																								
GCA_949423455.1	neither_hq	86.603714	0.109773874	82.67	1.78	2251273.0	338.0	9024.0	51.174																								
GCA_949441215.1	neither_hq	84.82894	0.17338097	85.99	2.11	3880175.0	597.0	8188.0	50.681																								
GCA_949441805.1	neither_hq	72.632	0.03003478	73.68	1.65	1414043.0	330.0	5162.0	60.004																								
GCA_949444895.1	neither_hq	78.423515	0.43399036	66.19	0.13	2993751.0	143.0	55560.0	40.574																								
GCA_949455515.1	neither_hq	83.04068	0.06900728	75.49	2.17	3219799.0	730.0	5517.0	47.96																								
GCA_949459125.1	neither_hq	69.64131	1.1040419	78.61	1.6	1590885.0	234.0	9494.0	30.976																								
GCA_949473575.1	neither_hq	69.9283	0.096815825	65.87	1.79	1362205.0	253.0	6978.0	43.935																								
GCA_949480775.1	neither_hq	84.29143	0.01167953	86.34	1.71	2766734.0	396.0	9661.0	51.904																								
GCA_949495415.1	neither_hq	76.99932	0.16157031	60.9	6.38	2318894.0	650.0	3905.0	57.768																								
GCA_949498535.1	neither_hq	79.53221	0.22637546	67.77	2.43	2404000.0	646.0	4248.0	46.321																								
GCA_949520605.1	neither_hq	87.357574	0.4537195	82.13	4.69	2651889.0	559.0	5955.0	47.608																								
GCA_949522835.1	neither_hq	64.32844	1.0368466	54.49	3.87	2241654.0	737.0	3236.0	51.234																								
GCA_949551255.1	neither_hq	72.90336	0.30531585	56.74	2.73	2200578.0	197.0	18860.0	59.164																								
GCA_949741395.1	neither_hq	77.948074	0.025817752	76.52	3.17	2878725.0	515.0	8401.0	51.067																								
GCA_958446095.1	neither_hq	61.16664	1.2304604	53.89	2.07	1680611.0	430.0	3914.0	55.954																								
GCA_958452985.1	neither_hq	68.07194	0.062114	67.77	1.43	1916018.0	367.0	5711.0	56.161																								
GCA_959028825.1	neither_hq	53.227234	0.007301569	46.86	0.26	1065475.0	239.0	4543.0	39.045																								
GCA_959597215.1	neither_hq	72.31401	0.056886673	71.64	1.39	1537964.0	291.0	5994.0	42.403																								
GCA_963204815.1	neither_hq	79.69216	0.013154745	83.21	3.02	4584292.0	192.0	35000.0	71.869																								
GCA_963517515.1	neither_hq	61.018936	0.044816732	62.88	0.87	1272431.0	287.0	4607.0	47.514																								
GCA_963588225.1	neither_hq	51.55506	0.0068485737	59.86	0.6	1116397.0	247.0	5068.0	45.988																								
GCA_963610875.1	neither_hq	89.9834	66.16439	92.57	7.28	4247151.0	739.0	7536.0	65.311																								
GCA_963624685.1	neither_hq	61.046543	0.11706948	56.13	0.78	1301423.0	329.0	4210.0	48.212																								
GCA_963649255.1	neither_hq	89.050354	0.033390522	85.56	1.96	2217057.0	235.0	12011.0	42.842																								
GCA_963653015.1	neither_hq	78.03302	0.0580132	77.82	3.97	2252894.0	301.0	9497.0	52.671																								
GCA_963655505.1	neither_hq	68.686554	0.051638484	64.82	0.79	1417617.0	384.0	3875.0	51.556																								
GCA_963708445.1	neither_hq	62.125923	40.751503	80.16	6.64	4099990.0	56.0	131531.0	68.543																								
GCA_963714285.1	neither_hq	98.610016	25.014193	81.48	3.42	3904788.0	7.0	1324590.0	68.08																								
GCA_963717575.1	neither_hq	69.60624	0.36531687	57.57	0.78	3955127.0	51.0	127098.0	69.955																								
GCA_963726465.1	neither_hq	72.99581	26.672358	61.01	1.22	2599809.0	51.0	183715.0	64.799																								
GCA_963728415.1	neither_hq	77.2695	0.9539187	67.48	3.67	4081837.0	45.0	117895.0	64.206																								
GCA_963729105.1	neither_hq	62.11428	0.23475885	53.08	1.41	2654252.0	28.0	112954.0	73.46																								
GCA_963730245.1	neither_hq	94.273254	26.649416	92.6	6.4	6454849.0	4.0	2515759.0	59.443																								
GCA_963736205.1	neither_hq	71.730316	0.51767826	65.82	1.82	2685484.0	29.0	130219.0	66.082																								
GCA_963760335.1	neither_hq	83.99361	23.284037	59.42	5.08	6022380.0	25.0	442407.0	60.881																								
GCA_963770955.1	neither_hq	55.03213	26.865383	62.73	0.06	3189440.0	11.0	683032.0	70.239																								
GCA_963780485.1	neither_hq	75.6694	54.294353	78.72	3.73	7755753.0	34.0	381093.0	58.472																								
GCA_963784735.1	neither_hq	66.76059	1.3983577	70.78	1.59	2606578.0	17.0	293000.0	55.735																								
GCA_963923715.1	neither_hq	54.9113	0.0060737133	56.95	0.5	2220242.0	836.0	2736.0	64.324																								
GCA_963998535.1	neither_hq	73.58912	0.5865514	80.95	0.59	1501421.0	329.0	5524.0	43.002																								
GCA_964221475.1	neither_hq	70.159744	15.306693	59.85	12.61	922063.0	46.0	72065.0	32.42																								
GCA_964226065.1	neither_hq	85.44748	0.12066662	86.54	1.94	2773451.0	414.0	8598.0	38.555																								
GCA_964247885.1	neither_hq	76.37541	0.11459589	46.77	0.91	2449156.0	648.0	3983.0	69.425																								
GCA_964350085.1	neither_hq	63.37548	5.560863	70.85	3.72	1440396.0	469.0	3260.0	55.525																								
GCA_964359615.1	neither_hq	82.496216	14.329714	88.78	2.57	1105807.0	159.0	8010.0	52.993																								
GCA_964364115.1	neither_hq	54.308315	14.315849	72.88	1.18	457202.0	81.0	8898.0	36.544																								
GCA_964373585.1	neither_hq	64.629265	4.4511023	89.13	1.31	578090.0	85.0	8514.0	46.805																								
GCA_964420425.1	neither_hq	53.68016	35.62525	80.11	6.13	665637.0	199.0	3747.0	34.223																								
GCA_964422685.1	neither_hq	70.81989	0.016623735	89.8	0.18	2043553.0	219.0	13807.0	45.801																								
GCA_964428905.1	neither_hq	82.16075	17.024958	89.5	7.25	2333576.0	258.0	13920.0	36.187																								
GCA_964440245.1	neither_hq	57.352108	4.2865186	65.37	0.57	1102807.0	349.0	3217.0	42.578																								
GCA_964443085.1	neither_hq	76.70925	0.90215504	58.78	0.59	2859141.0	664.0	4330.0	67.06																								
GCA_964444875.1	neither_hq	59.6517	0.017637014	63.28	1.97	1905002.0	313.0	8615.0	62.216																								
GCA_964453675.1	neither_hq	80.41534	0.15587509	75.89	1.18	1978199.0	572.0	3811.0	49.182																								
GCA_964461465.1	neither_hq	55.139843	27.065107	85.53	4.81	879730.0	147.0	7709.0	26.621																								
GCA_964474845.1	neither_hq	76.40762	0.32742023	87.36	0.06	2302145.0	292.0	10853.0	47.858																								
GCA_964475605.1	neither_hq	73.63107	0.0775367	74.29	3.11	3765782.0	630.0	8843.0	66.697																								
GCA_964492265.1	neither_hq	91.26329	26.844913	81.4	2.91	920695.0	169.0	9573.0	42.318																								
GCA_964505955.1	neither_hq	57.010883	0.004094839	76.93	1.07	1176123.0	216.0	6998.0	54.445																								
GCA_964538115.1	neither_hq	51.971382	0.3635943	56.18	0.25	334267.0	111.0	3321.0	38.946																								
GCA_964598045.1	neither_hq	71.60878	0.0028192997	66.85	1.3	1087882.0	218.0	6600.0	46.541																								
GCA_964620395.1	neither_hq	63.64981	0.8546263	71.64	1.81	1407446.0	167.0	11272.0	41.722																								
GCA_964625705.1	neither_hq	67.11152	4.020777	79.23	5.99	2421120.0	181.0	23968.0	49.331																								
GCA_964645385.1	neither_hq	76.99266	0.92713535	89.02	2.35	2422743.0	447.0	7437.0	33.481																								
GCA_964668565.1	neither_hq	55.395824	0.05953014	64.64	0.76	1327843.0	235.0	5966.0	35.495																								
GCA_964693995.1	neither_hq	71.57718	0.029712915	68.52	0.2	2866635.0	481.0	6336.0	64.245																								
GCA_964795705.1	neither_hq	71.47606	0.0610888	58.12	1.29	1013796.0	93.0	14404.0	46.144																								
GCA_965143725.1	neither_hq	86.20801	1.2111574	86.53	0.39	2809090.0	65.0	70004.0	43.38																								
GCA_965216165.1	neither_hq	75.96028	28.299868	96.04	6.3	5572873.0	25.0	1470244.0	68.722																								
GCA_965235155.1	neither_hq	68.81571	10.93758	86.14	0.51	952249.0	7.0	129829.0	29.296																								
GCA_965283905.1	neither_hq	72.26878	0.17480254	73.49	2.04	4027702.0	36.0	156066.0	67.889																								
GCA_965299925.1	neither_hq	85.67261	0.020813942	76.91	1.74	2114517.0	72.0	44483.0	53.542																								
GCA_965302615.1	neither_hq	73.88129	18.669209	75.83	2.57	2174195.0	464.0	5911.0	59.242																								
GCA_965309655.1	neither_hq	74.40556	0.14562011	87.23	1.63	1331574.0	315.0	5045.0	38.422																								
GCA_965310035.1	neither_hq	50.217716	0.791049	52.64	1.36	773778.0	317.0	2436.0	62.897																								
GCA_965310145.1	neither_hq	64.53551	0.21514595	56.17	1.94	1280498.0	369.0	3865.0	60.728																								
GCA_965337445.1	neither_hq	77.10224	0.007301569	71.55	1.36	1509345.0	168.0	11805.0	43.949																								
GCA_965349185.1	neither_hq	77.31419	2.524656	62.75	1.5	1927217.0	168.0	14302.0	48.027																								
GCA_965367375.1	neither_hq	80.63709	0.33427775	58.29	1.58	5494350.0	1763.0	3317.0	54.838																								
GCA_966211075.1	neither_hq	67.37488	0.24841726	88.67	1.11	2068742.0	266.0	9532.0	70.87																								
GCA_977054695.1	neither_hq	81.379036	0.034329295	82.28	3.31	2135087.0	429.0	7006.0	45.974																								
GCA_977076705.1	neither_hq	62.58914	0.012481213	67.54	1.11	1550622.0	466.0	3666.0	46.03																								
GCA_977077305.1	neither_hq	73.804344	0.0044852495	67.87	2.56	1448908.0	132.0	14193.0	60.61																								
GCA_977086285.1	neither_hq	50.777397	0.0033587217	60.4	0.27	1154490.0	431.0	2752.0	48.138																								
GCA_977544665.1	neither_hq	86.62096	0.2315253	87.05	0.19	2032748.0	193.0	22635.0	44.4																								
GCA_977550105.1	neither_hq	67.12432	0.17441511	78.31	2.58	1850331.0	231.0	10895.0	51.83																								
GCA_977551855.1	neither_hq	69.01321	1.7203778	69.35	3.82	2441614.0	982.0	2705.0	62.935																								
GCA_977567055.1	neither_hq	77.341225	0.0011563301	84.57	0.64	2592598.0	301.0	14670.0	59.697																								
GCA_977604995.1	neither_hq	76.57321	0.8526921	79.02	1.85	1767515.0	70.0	59263.0	64.504																								
GCA_977682245.1	neither_hq	59.66672	4.6865406	85.87	0.1	1461537.0	49.0	48725.0	36.427																								
GCA_977869515.1	neither_hq	65.71808	5.905157	84.81	3.24	1978065.0	274.0	9178.0	58.602																								
GCA_977895475.1	neither_hq	58.85644	0.0025302172	59.86	1.18	2068736.0	388.0	7070.0	42.199																								
GCA_977950545.1	neither_hq	72.52812	0.29681027	68.45	2.52	1664608.0	519.0	3385.0	46.837																								
GCA_977953685.1	neither_hq	81.17079	0.14642775	80.1	1.79	2720613.0	90.0	56630.0	46.783																								
GCA_977958475.1	neither_hq	54.33007	0.1670003	69.84	0.12	842165.0	12.0	121242.0	26.764																								
GCA_977962075.1	neither_hq	72.33381	0.037285686	75.2	0.48	1300446.0	351.0	4040.0	33.43																								
